375,Wer isch de Bürgermeischter vu Tel Aviv?,Graubünden
166,Welli Raketa sind vu Baikonur us gstartet?,Graubünden
166,Welli Raketa sind vu Baikonur us gstartet?,Graubünden
76,Wo isch de JFK ermordert worda?,Graubünden
418,Welles Vielflügerprogramm het dia meischta Fluglinia?,Graubünden
521,"Wenn isch d Brauerei, wo d Pilner Urquell braut, gründet worda?",Graubünden
249,Wenn isch de John Adams gebora?,Graubünden
337,Isch Proinsulin a Protein?,Graubünden
208,Wia gross isch d Flächi vu da vereinigta Königrich?,Graubünden
231,Was ist de Geburtsnama vur Adele?,Graubünden
547,Welles Instrument spielt de Car Stevens?,Graubünden
