279,Wer isch dr Bürgermeister vur grössta Stadt im Französischa-Polynesia?,Graubünden
7,Welli Flughäfa werden durch Air China ahgfloga?,Graubünden
442,Wer het am Harry Potter gschriba?,Graubünden
105,In wia viala Film het Leonardo DiCaprio mitgspielt?,Graubünden
210,Isch Sigmund Freud verhürotet gsi?,Graubünden
383,In wellna Film mit Mickey Rourke het Guy Ritchie d Regi gfüahrt?,Graubünden
162,Welli griachischa Partaia sind proeuropäisch igstellt?,Graubünden
140,Wenn sind d Darsteller vur Fernsehserie Charmed gebora?,Graubünden
419,Welli europäischa Länder hen a parlamentarischi Monarchie?,Graubünden
249,Wenn isch John Adams gebora worda?,Graubünden
